eng,sim,tra
A visit to the site can be conveniently combined with a boat trip to the lake.,参观景点时，还可以顺便乘船游湖。,入園參觀行程可與乘船遊湖行程合併，十分便利。
The Angkor Pass is needed to enter the temple so do not forget to bring your passport along when heading to Tonle Sap.,需要购买吴哥门票才能进入圣殿，所以前往洞里萨湖（Tonle Sap）时别忘了带上护照。,必須持吳哥窟通行證才能進入神廟，所以去洞里薩湖時別忘了帶吳哥窟門票。
"Jerusalem is the capital and largest city of Israel, though most other countries and the United Nations do not recognize it as Israel's capital.",耶路撒冷是以色列的首都和最大城市，尽管大多数的其他国家/地区和联合国都不承认耶路撒冷是以色列的首都。,耶路撒冷是以色列的首都及最大城市，儘管大多數其他國家及聯合國並不承認它是以色列首都。
The ancient city in the Judean Hills has a fascinating history spanning thousands of years.,坐落于犹太山丘 （Judean Hills） 上的这座古城，引人入胜的历史长达几千年之久。,猶地亞山的古城擁有長達數千年的迷人歷史。
"The city is holy to the three monotheistic religions - Judaism, Christianity and Islam, and serves as a spiritual, religious, and cultural center.",这座城市是三大一神宗教——犹太教、基督教和伊斯兰教的圣地，是一个真正的精神、宗教和文化中心。,該城市是三種一神教──猶太教、基督教和伊斯蘭教的聖地，也是精神、宗教和文化的中心。
"Due to the religious significance of the city, and in particular the many sites of the Old City area, Jerusalem is one of the main tourist destinations in Israel.",耶路撒冷（尤其是老城的许多场所）的宗教意义使这座城成为以色列主要旅游目的地之一。,由於宗教上的重要性，特別是舊城區的許多遺址，耶路撒冷成為以色列的主要觀光景點之一。
"Jerusalem has many historic, archeological and cultural sites, along with vibrant and crowded shopping centers, cafés, and restaurants.",耶路撒冷不仅有许多历史、考古和文化遗址，还有充满活力、人头涌涌的购物中心、咖啡馆和餐馆。,耶路撒冷擁有許多歷史、考古和文化景點，以及充滿活力且人潮擁擠的購物中心、咖啡廳和餐廳。
Ecuador requires that Cuban citizens receive an invitation letter prior to entering Ecuador through international airports or frontier admission points.,厄瓜多尔规定：古巴公民必须在收到邀请函后，才能通过国际机场或边境口岸进入厄瓜多尔。,厄瓜多要求古巴公民在經國際機場或入境關口進入厄瓜多之前，必須收到邀請函。
"This letter must be legalized by the Ecuadorian Ministry of Foreign Affairs, and comply with certain requirements.",该函必须经厄瓜多尔外交部批准，并符合某些要求。,此信必須經厄瓜多外交部批准，並符合相關要求。
These requirements are designed to provide an organized migratory flow between both countries.,这些要求是为了在两国之间实现有条不紊的移居而设计的。,這些要求是為了讓兩國間的遷徙活動更井然有序。
Cuban citizens who are US green card holders should visit an Ecuadorian Consulate to obtain an exemption to this requirement.,持有美国绿卡的古巴公民应访问厄瓜多尔领事馆获得对此要求的豁免。,持有美國綠卡的古巴公民應前往厄瓜多領事館，獲得這些條件的豁免權。
Your passport must be valid for at least 6 months beyond your travel dates. A round/onward trip ticket is needed to prove the length of your stay.,你的护照离出发日期应至少有 6 个月，而且需要一张往返/联程机票来证明你的停留时间。,從旅行日期開始計算，你的護照必須擁有 6 個月以上有效期限。此外還需要來回票或前往他地機票，證明你的停留時間。
"Tours are cheaper for larger groups, so if you're by yourself or with just one friend, try to meet other people and form a group of four to six for a better per-person rate.",旅游对人数较多的旅行团来说比较便宜。如果你独自一人或只有一个朋友同行，不妨试着认识其他人，组建 4 到 6 人的旅行团，这样可以获得更优惠的人均价格。,越多人的旅行團價格越便宜，所以若是單獨或與一名朋友外出旅行，可以與其他人結伴組成四到六人的團體，以降低個人單價。
"However, this shouldn't really be off your concern, because often tourists are shuffled around to fill the cars.",不过，也有一点要担心的地方，因为游客经常被运过来运过去以把汽车坐满。,但您不需要太擔心，因為通常都會有許多旅客四處詢問加入旅行團。
It seems actually to be more a way of tricking people into believing they have to pay more.,这实际上更像是一种骗人的方式，让人们以为他们必须支付更多的钱。,這似乎更像是某種騙人以為他們必須付更多錢的招數。
"Towering above the north end of Machu Picchu is this steep mountain, often the backdrop to many photos of the ruins.",高耸于马丘比丘北端的这座陡峭的山峰，常常会成为许多遗址照片的背景。,矗立在馬丘比丘北側的陡峭尖山，經常成為許多馬丘比丘遺址照片的背景。
"It looks a bit daunting from below, and it is a steep and difficult ascent, but most reasonably fit persons should be able to make it in about 45 minutes.",从下面往上看有点吓人，而且是陡峭而艰难的上坡路，但大多数身体状况良好的人应该能在 45 分钟内完成。,它由下仰望看起來有些嚇人，坡度陡峭難以攀登。但是大部分體力正常的人應該可以在45分鐘內登頂。
"Stone steps are laid along most of the path, and in the steeper sections steel cables provide a supporting handrail.",小径的大部分路段都铺设了石阶；在较陡的部分还有钢缆作为支撑的扶手。,大部分的步道都鋪設石階，地勢陡峭的路段則裝上鋼纜作為扶手。
"That said, expect to be out of breath, and take care in the steeper portions, especially when wet, as it can become dangerous quickly.",据说会让人喘不过气来，还有在陡峭的地方要小心谨慎，特别是天气潮湿时，情况有可能很快变得很危险。,也就是說，要有喘不過氣的心理準備，也要特別小心較陡的部份，尤其是潮濕的時候，因為這可能迅速使情況變得危險。
"There's a tiny cave near the top that must be passed through, it is quite low and a rather tight squeeze.",必须穿过靠近顶部的一个很低、很狭窄的小洞。,接近頂端的地方有個必須穿越的小洞穴，它的高度很低且擠出洞有點難度。
